trial_pos,bin,value
0,0,0.0
0,1,22.237913131713867
0,2,333.5686950683594
0,3,1000.7060852050781
0,4,1334.2747497558594
0,5,1534.416015625
0,6,2023.650146484375
0,7,1601.1297607421875
0,8,1378.74560546875
0,9,1067.4140625
0,10,822.79833984375
0,11,378.04248046875
0,12,422.51806640625
0,13,155.66455078125
0,14,66.71337890625
0,15,0.0
1,0,0.0
1,1,22.237913131713867
1,2,333.5686950683594
1,3,1000.7060852050781
1,4,1334.2747497558594
1,5,1534.416015625
1,6,2023.650146484375
1,7,1601.1297607421875
1,8,1378.74560546875
1,9,1067.4140625
1,10,822.79833984375
1,11,378.04248046875
1,12,422.51806640625
1,13,155.66455078125
1,14,66.71337890625
1,15,0.0
2,0,0.0
2,1,22.237913131713867
2,2,266.85495376586914
2,3,778.3269805908203
2,4,1400.9884948730469
2,5,1534.4160461425781
2,6,1667.8434448242188
2,7,1445.4639892578125
2,8,1178.6080322265625
2,9,1022.939208984375
2,10,578.18359375
2,11,622.6583251953125
2,12,333.56689453125
2,13,200.14013671875
2,14,111.18896484375
2,15,22.23779296875
3,0,0.0
3,1,22.237913131713867
3,2,266.85495376586914
3,3,1045.1819152832031
3,4,1223.0851745605469
3,5,1645.60546875
3,6,1779.033203125
3,7,1578.8919677734375
3,8,1400.98486328125
3,9,1089.65185546875
3,10,667.1337890625
3,11,466.99365234375
3,12,244.61572265625
3,13,133.4267578125
3,14,111.18896484375
3,15,22.23779296875
4,0,0.0
4,1,66.71373748779297
4,2,311.33079528808594
4,3,978.4681396484375
4,4,1178.6094207763672
4,5,1534.4159851074219
4,6,1779.0330810546875
4,7,1823.5089111328125
4,8,1267.5576171875
4,9,845.0361328125
4,10,1022.9384765625
4,11,578.1826171875
4,12,333.56689453125
4,13,22.23779296875
4,14,22.23779296875
4,15,44.4755859375
5,0,0.0
5,1,66.71373748779297
5,2,311.33079528808594
5,3,978.4681396484375
5,4,1178.6094207763672
5,5,1534.4159851074219
5,6,1779.0330810546875
5,7,1823.5089111328125
5,8,1267.5576171875
5,9,845.0361328125
5,10,1022.9384765625
5,11,578.1826171875
5,12,333.56689453125
5,13,22.23779296875
5,14,22.23779296875
5,15,44.4755859375
6,0,0.0
6,1,66.71373748779297
6,2,311.33079528808594
6,3,978.4681396484375
6,4,1178.6094207763672
6,5,1534.4159851074219
6,6,1779.0330810546875
6,7,1823.5089111328125
6,8,1267.5576171875
6,9,845.0361328125
6,10,1022.9384765625
6,11,578.1826171875
6,12,333.56689453125
6,13,22.23779296875
6,14,22.23779296875
6,15,44.4755859375
7,0,0.0
7,1,66.71373748779297
7,2,311.33079528808594
7,3,978.4681396484375
7,4,1178.6094207763672
7,5,1534.4159851074219
7,6,1779.0330810546875
7,7,1823.5089111328125
7,8,1267.5576171875
7,9,845.0361328125
7,10,1022.9384765625
7,11,578.1826171875
7,12,333.56689453125
7,13,22.23779296875
7,14,22.23779296875
7,15,44.4755859375
8,0,0.0
8,1,66.7137393951416
8,2,400.2824401855469
8,3,778.3269424438477
8,4,1134.133544921875
8,5,1601.1297912597656
8,6,1578.8917846679688
8,7,1534.4161376953125
8,8,1289.7974853515625
8,9,1067.4150390625
8,10,444.755859375
8,11,466.99365234375
8,12,155.66455078125
8,13,88.951171875
8,14,66.71337890625
8,15,0.0
9,0,0.0
9,1,0.0
9,2,355.80660247802734
9,3,867.2786102294922
9,4,1312.0368347167969
9,5,1534.4160766601562
9,6,1356.5126342773438
9,7,1512.1773681640625
9,8,1134.13232421875
9,9,1000.702880859375
9,10,733.84765625
9,11,511.4698486328125
9,12,489.2314453125
9,13,88.951171875
9,14,22.23779296875
9,15,0.0
10,0,0.0
10,1,88.95165252685547
10,2,311.3307685852051
10,3,867.2786560058594
10,4,1534.4159545898438
10,5,1334.2748413085938
10,6,1734.5571899414062
10,7,1378.7496337890625
10,8,1067.4188232421875
10,9,978.4647216796875
10,10,933.9874267578125
10,11,578.1826171875
10,12,311.3291015625
10,13,133.4267578125
10,14,22.23779296875
10,15,22.23779296875
11,0,0.0
11,1,66.7137393951416
11,2,378.0445194244385
11,3,889.5165405273438
11,4,1467.7022399902344
11,5,1601.1296997070312
11,6,1690.0814819335938
11,7,1489.9403076171875
11,8,1200.8438720703125
11,9,800.561279296875
11,10,800.560546875
11,11,466.99365234375
11,12,177.90234375
11,13,88.951171875
11,14,66.71337890625
11,15,22.23779296875
12,0,0.0
12,1,44.475826263427734
12,2,266.85494804382324
12,3,889.5165252685547
12,4,1267.5610046386719
12,5,1667.843505859375
12,6,1956.9364013671875
12,7,1489.939697265625
12,8,1178.6065673828125
12,9,1000.7015380859375
12,10,689.37158203125
12,11,489.2314453125
12,12,355.8046875
12,13,200.14013671875
12,14,88.951171875
12,15,0.0
13,0,0.0
13,1,0.0
13,2,466.9961738586426
13,3,911.7544403076172
13,4,1267.56103515625
13,5,1801.2709350585938
13,6,1756.7952270507812
13,7,1712.31884765625
13,8,1312.0322265625
13,9,1134.1275634765625
13,10,733.84716796875
13,11,444.755859375
13,12,266.853515625
13,13,155.66455078125
13,14,22.23779296875
13,15,0.0
14,0,0.0
14,1,0.0
14,2,466.9961738586426
14,3,911.7544403076172
14,4,1267.56103515625
14,5,1801.2709350585938
14,6,1756.7952270507812
14,7,1712.31884765625
14,8,1312.0322265625
14,9,1134.1275634765625
14,10,733.84716796875
14,11,444.755859375
14,12,266.853515625
14,13,155.66455078125
14,14,22.23779296875
14,15,0.0
15,0,0.0
15,1,88.95165252685547
15,2,355.80660820007324
15,3,822.8027496337891
